brewery_name,beer_name,beer_images,beer_url,beer_ABV,beer_IBU,beer_Description,beer_rating,typo_error
The Brew Pub Sarajevo,New England Pale Ale,New_England_Pale_Ale_image3.jpg,https://untappd.com/b/the-brew-pub-sarajevo-new-england-pale-ale/3159205,6.5% ABV,N/A IBU, ,,
Brouwerij Malheur,De Pit,De_Pit_image1.jpg,https://untappd.com/b/brouwerij-malheur-de-pit/2372618,8% ABV,N/A IBU,Speciaal gebrouwen ter gelegenheid van de opening van c.c. De Pit te Buggenhout. ,,
Brouwerij Malheur,De Pit,De_Pit_image2.jpg,https://untappd.com/b/brouwerij-malheur-de-pit/2372618,8% ABV,N/A IBU,Speciaal gebrouwen ter gelegenheid van de opening van c.c. De Pit te Buggenhout. ,,
Brouwerij Malheur,De Pit,De_Pit_image3.jpg,https://untappd.com/b/brouwerij-malheur-de-pit/2372618,8% ABV,N/A IBU,Speciaal gebrouwen ter gelegenheid van de opening van c.c. De Pit te Buggenhout. ,,
Juguetes Perdidos,Bulle Noir - Black Saison,Bulle_Noir_-_Black_Saison_image1.jpg,https://untappd.com/b/juguetes-perdidos-bulle-noir-black-saison/2910174,7.2% ABV,23 IBU,"Una versión oscura de nuestra Sasison Maracuyá, especiada y efervescente ",4.06,
Juguetes Perdidos,Bulle Noir - Black Saison,Bulle_Noir_-_Black_Saison_image2.jpg,https://untappd.com/b/juguetes-perdidos-bulle-noir-black-saison/2910174,7.2% ABV,23 IBU,"Una versión oscura de nuestra Sasison Maracuyá, especiada y efervescente ",4.06,
Juguetes Perdidos,Bulle Noir - Black Saison,Bulle_Noir_-_Black_Saison_image3.jpg,https://untappd.com/b/juguetes-perdidos-bulle-noir-black-saison/2910174,7.2% ABV,23 IBU,"Una versión oscura de nuestra Sasison Maracuyá, especiada y efervescente ",4.06,
Juguetes Perdidos,Semilla De Maldad,Semilla_De_Maldad_image1.jpg,https://untappd.com/b/juguetes-perdidos-semilla-de-maldad/2778421,6.66% ABV,67 IBU,"Allá por el año 2012 Ricardo Aftyka (Semilla) y Sergio Picciani que en ese momento no sabían que iban a ser socios en Juguetes Perdidos Cerveza Artesanal viajaron a San Pablo para ser jueces en un concurso cervecero. Entre los jueces internacionales estaba John Palmer, autor de How to Brew que llevó una botella de Blind Pig de Russian River. Ufff... Cuando Pisa y Semilla la probaron les voló la cabeza: era muy dorada y extremadamente lupulada. Semilla la cocinó muchas veces con Rodrigo Loran, cada vez que conseguían lúpulos en flor. Esta es la interpretación de la receta hombrewer de Semilla que ganó muchos premios, aromatizada completamente con lúpulos en flor. Keep the Homebrew Spirit... ",4.4,
Juguetes Perdidos,Semilla De Maldad,Semilla_De_Maldad_image2.jpg,https://untappd.com/b/juguetes-perdidos-semilla-de-maldad/2778421,6.66% ABV,67 IBU,"Allá por el año 2012 Ricardo Aftyka (Semilla) y Sergio Picciani que en ese momento no sabían que iban a ser socios en Juguetes Perdidos Cerveza Artesanal viajaron a San Pablo para ser jueces en un concurso cervecero. Entre los jueces internacionales estaba John Palmer, autor de How to Brew que llevó una botella de Blind Pig de Russian River. Ufff... Cuando Pisa y Semilla la probaron les voló la cabeza: era muy dorada y extremadamente lupulada. Semilla la cocinó muchas veces con Rodrigo Loran, cada vez que conseguían lúpulos en flor. Esta es la interpretación de la receta hombrewer de Semilla que ganó muchos premios, aromatizada completamente con lúpulos en flor. Keep the Homebrew Spirit... ",4.4,
Juguetes Perdidos,Semilla De Maldad,Semilla_De_Maldad_image3.jpg,https://untappd.com/b/juguetes-perdidos-semilla-de-maldad/2778421,6.66% ABV,67 IBU,"Allá por el año 2012 Ricardo Aftyka (Semilla) y Sergio Picciani que en ese momento no sabían que iban a ser socios en Juguetes Perdidos Cerveza Artesanal viajaron a San Pablo para ser jueces en un concurso cervecero. Entre los jueces internacionales estaba John Palmer, autor de How to Brew que llevó una botella de Blind Pig de Russian River. Ufff... Cuando Pisa y Semilla la probaron les voló la cabeza: era muy dorada y extremadamente lupulada. Semilla la cocinó muchas veces con Rodrigo Loran, cada vez que conseguían lúpulos en flor. Esta es la interpretación de la receta hombrewer de Semilla que ganó muchos premios, aromatizada completamente con lúpulos en flor. Keep the Homebrew Spirit... ",4.4,
Cerveceria Temple,Pumpkin Ale,Pumpkin_Ale_image1.jpg,https://untappd.com/b/cerveceria-temple-pumpkin-ale/2919576,4.6% ABV,25 IBU, ,,
Cerveceria Temple,Pumpkin Ale,Pumpkin_Ale_image2.jpg,https://untappd.com/b/cerveceria-temple-pumpkin-ale/2919576,4.6% ABV,25 IBU, ,,
Cerveceria Temple,Pumpkin Ale,Pumpkin_Ale_image3.jpg,https://untappd.com/b/cerveceria-temple-pumpkin-ale/2919576,4.6% ABV,25 IBU, ,,
Cerveceria Temple,IPA,IPA_image1.jpg,https://untappd.com/b/cerveceria-temple-ipa/3204689,6% ABV,50 IBU, ,,
Cerveceria Temple,Barley Wine,Barley_Wine_image1.jpg,https://untappd.com/b/cerveceria-temple-barley-wine/918054,8% ABV,N/A IBU, ,,
Cerveceria Temple,Pale Ale,Pale_Ale_image1.jpg,https://untappd.com/b/cerveceria-temple-pale-ale/2476679,6% ABV,18 IBU, ,,
Cerveceria Temple,Pale Ale,Pale_Ale_image2.jpg,https://untappd.com/b/cerveceria-temple-pale-ale/2476679,6% ABV,18 IBU, ,,
Cerveceria Temple,Pale Ale,Pale_Ale_image3.jpg,https://untappd.com/b/cerveceria-temple-pale-ale/2476679,6% ABV,18 IBU, ,,
Cerveceria Temple,Session IPA,Session_IPA_image1.jpg,https://untappd.com/b/cerveceria-temple-session-ipa/2522091,4.1% ABV,N/A IBU, ,3.23,
Cerveceria Temple,Session IPA,Session_IPA_image2.jpg,https://untappd.com/b/cerveceria-temple-session-ipa/2522091,4.1% ABV,N/A IBU, ,3.23,
Cerveceria Temple,Session IPA,Session_IPA_image3.jpg,https://untappd.com/b/cerveceria-temple-session-ipa/2522091,4.1% ABV,N/A IBU, ,3.23,
Dargett Brewery,Dr. White (Bière Blanche),Dr._White_(Bire_Blanche)_image1.jpg,https://untappd.com/b/dargett-brewery-dr-white-biere-blanche/3152548,4.8% ABV,18 IBU,Biere Blanche ,3.29,
Dargett Brewery,Dr. White (Bière Blanche),Dr._White_(Bire_Blanche)_image2.jpg,https://untappd.com/b/dargett-brewery-dr-white-biere-blanche/3152548,4.8% ABV,18 IBU,Biere Blanche ,3.29,
Dargett Brewery,Dr. White (Bière Blanche),Dr._White_(Bire_Blanche)_image3.jpg,https://untappd.com/b/dargett-brewery-dr-white-biere-blanche/3152548,4.8% ABV,18 IBU,Biere Blanche ,3.29,
Dargett Brewery,Gose,Gose_image1.jpg,https://untappd.com/b/dargett-brewery-gose/3140591,4.8% ABV,15 IBU, ,3.83,
Dargett Brewery,Gose,Gose_image2.jpg,https://untappd.com/b/dargett-brewery-gose/3140591,4.8% ABV,15 IBU, ,3.83,
Dargett Brewery,Gose,Gose_image3.jpg,https://untappd.com/b/dargett-brewery-gose/3140591,4.8% ABV,15 IBU, ,3.83,
Dargett Brewery,Brother Cornelius,Brother_Cornelius_image1.jpg,https://untappd.com/b/dargett-brewery-brother-cornelius/1775470,6.5% ABV,25 IBU, ,3.62,
Dargett Brewery,Brother Cornelius,Brother_Cornelius_image2.jpg,https://untappd.com/b/dargett-brewery-brother-cornelius/1775470,6.5% ABV,25 IBU, ,3.62,
Dargett Brewery,Brother Cornelius,Brother_Cornelius_image3.jpg,https://untappd.com/b/dargett-brewery-brother-cornelius/1775470,6.5% ABV,25 IBU, ,3.62,
Dargett Brewery,Magic Dragon,Magic_Dragon_image1.jpg,https://untappd.com/b/dargett-brewery-magic-dragon/1822439,6% ABV,30 IBU, ,3.5,
Dargett Brewery,Magic Dragon,Magic_Dragon_image2.jpg,https://untappd.com/b/dargett-brewery-magic-dragon/1822439,6% ABV,30 IBU, ,3.5,
Dargett Brewery,Magic Dragon,Magic_Dragon_image3.jpg,https://untappd.com/b/dargett-brewery-magic-dragon/1822439,6% ABV,30 IBU, ,3.5,
Dargett Brewery,Barrel Aged Imperial Stout,Barrel_Aged_Imperial_Stout_image1.jpg,https://untappd.com/b/dargett-brewery-barrel-aaged-imperial-stout/2508041,10% ABV,70 IBU, ,4.01,
Dargett Brewery,Barrel Aged Imperial Stout,Barrel_Aged_Imperial_Stout_image2.jpg,https://untappd.com/b/dargett-brewery-barrel-aaged-imperial-stout/2508041,10% ABV,70 IBU, ,4.01,
Dargett Brewery,Barrel Aged Imperial Stout,Barrel_Aged_Imperial_Stout_image3.jpg,https://untappd.com/b/dargett-brewery-barrel-aaged-imperial-stout/2508041,10% ABV,70 IBU, ,4.01,
Dargett Brewery,Paradise Found,Paradise_Found_image1.jpg,https://untappd.com/b/dargett-brewery-paradise-found/1823216,10% ABV,70 IBU, ,4.25,
Dargett Brewery,Paradise Found,Paradise_Found_image2.jpg,https://untappd.com/b/dargett-brewery-paradise-found/1823216,10% ABV,70 IBU, ,4.25,
Dargett Brewery,Paradise Found,Paradise_Found_image3.jpg,https://untappd.com/b/dargett-brewery-paradise-found/1823216,10% ABV,70 IBU, ,4.25,
Strange Brewing,Neipa,Neipa_image1.jpg,https://untappd.com/b/strange-brewing-neipa/3228084,6.6% ABV,N/A IBU, ,,
Brewtal Brewers,Define Irony,Define_Irony_image1.jpg,https://untappd.com/b/brewtal-brewers-define-irony/1160937,6.5% ABV,65 IBU,Black IPA - A beer created to celebrate the movie Con Air on July 14th. ,,
Brewtal Brewers,Define Irony,Define_Irony_image2.jpg,https://untappd.com/b/brewtal-brewers-define-irony/1160937,6.5% ABV,65 IBU,Black IPA - A beer created to celebrate the movie Con Air on July 14th. ,,
Modus Operandi Brewing Co.,Training Wheels LRIPA,Training_Wheels_LRIPA_image1.jpg,https://untappd.com/b/modus-operandi-brewing-co-training-wheels-lripa/2986968,5.8% ABV,N/A IBU,"Modus, Grain Store, Light Rail, Malvern Star and Newcastle Hospital proudly present this Lil RIPA of a collaboration exclusive to the Grain Store. Like it’s bigger brother, huge whiffs of tropical mango and stone fruits with a soft caramel-like malt profile make this a go to for malt lovers and hop heads alike. As a 5 year present to the Grain Store from Modus it’s Australia’s highest rated beer The Former Tenant, in little brother format at 5.8% abv ",,
BlackFont Brewhouse,Organic Plum Sour Ale,Organic_Plum_Sour_Ale_image1.jpg,https://untappd.com/b/blackfont-brewhouse-organic-plum-sour-ale/1665202,4% ABV,N/A IBU,"Super sour wheat ale, twice infused with organic plums ",4.09,
BlackFont Brewhouse,Organic Plum Sour Ale,Organic_Plum_Sour_Ale_image2.jpg,https://untappd.com/b/blackfont-brewhouse-organic-plum-sour-ale/1665202,4% ABV,N/A IBU,"Super sour wheat ale, twice infused with organic plums ",4.09,
BlackFont Brewhouse,Organic Plum Sour Ale,Organic_Plum_Sour_Ale_image3.jpg,https://untappd.com/b/blackfont-brewhouse-organic-plum-sour-ale/1665202,4% ABV,N/A IBU,"Super sour wheat ale, twice infused with organic plums ",4.09,
Boatrocker Brewers & Distillers,October Beer,October_Beer_image1.jpg,https://untappd.com/b/boatrocker-brewing-company-october-beer/2355478,9.4% ABV,50 IBU, ,3.96,
Boatrocker Brewers & Distillers,October Beer,October_Beer_image2.jpg,https://untappd.com/b/boatrocker-brewing-company-october-beer/2355478,9.4% ABV,50 IBU, ,3.96,
Boatrocker Brewers & Distillers,October Beer,October_Beer_image3.jpg,https://untappd.com/b/boatrocker-brewing-company-october-beer/2355478,9.4% ABV,50 IBU, ,3.96,
Currumbin Valley Brewing,Currumbin Valley Local Apa,Currumbin_Valley_Local_Apa_image1.jpg,https://untappd.com/b/currumbin-valley-brewing-currumbin-valley-local-apa/3193187,4.8% ABV,N/A IBU, ,,
Range Brewing,DDH Pale Ale Citra,DDH_Pale_Ale_Citra_image1.jpg,https://untappd.com/b/range-brewing-ddh-pale-ale-citra/3080398,4.8% ABV,N/A IBU,This pale ale is double dry hopped with all citra hops. It has a golden and hazy appearance with fresh aromas of mango and passionfruit. A medium bodied mouthfeel leads to a tropical and super refreshing finish. ,3.86,
Range Brewing,DDH Pale Ale Citra,DDH_Pale_Ale_Citra_image2.jpg,https://untappd.com/b/range-brewing-ddh-pale-ale-citra/3080398,4.8% ABV,N/A IBU,This pale ale is double dry hopped with all citra hops. It has a golden and hazy appearance with fresh aromas of mango and passionfruit. A medium bodied mouthfeel leads to a tropical and super refreshing finish. ,3.86,
Range Brewing,DDH Pale Ale Citra,DDH_Pale_Ale_Citra_image3.jpg,https://untappd.com/b/range-brewing-ddh-pale-ale-citra/3080398,4.8% ABV,N/A IBU,This pale ale is double dry hopped with all citra hops. It has a golden and hazy appearance with fresh aromas of mango and passionfruit. A medium bodied mouthfeel leads to a tropical and super refreshing finish. ,3.86,
Blasta Brewing Company,Brekkie of Champs,Brekkie_of_Champs_image1.jpg,https://untappd.com/b/blasta-brewing-company-brekkie-of-champs/2269454,8.4% ABV,52 IBU, ,,
Blasta Brewing Company,Brekkie of Champs,Brekkie_of_Champs_image2.jpg,https://untappd.com/b/blasta-brewing-company-brekkie-of-champs/2269454,8.4% ABV,52 IBU, ,,
Fixation Brewing Co,The All American (Cherrywood Smoked Rye),The_All_American_(Cherrywood_Smoked_Rye)_image1.jpg,https://untappd.com/b/fixation-brewing-co-the-all-american-cherrywood-smoked-rye/3227451,6.8% ABV,N/A IBU,"Taste of America wrapped up in 6.8% of awesomeness. All imported US malt including rye + Cherrywood smoked pale provides subtle spice and woody smoke sweetness, which is backed up truckloads of 2 of our favourite hops (Simcoe & Centennial). ",3.71,
Fixation Brewing Co,The All American (Cherrywood Smoked Rye),The_All_American_(Cherrywood_Smoked_Rye)_image2.jpg,https://untappd.com/b/fixation-brewing-co-the-all-american-cherrywood-smoked-rye/3227451,6.8% ABV,N/A IBU,"Taste of America wrapped up in 6.8% of awesomeness. All imported US malt including rye + Cherrywood smoked pale provides subtle spice and woody smoke sweetness, which is backed up truckloads of 2 of our favourite hops (Simcoe & Centennial). ",3.71,
Fixation Brewing Co,The All American (Cherrywood Smoked Rye),The_All_American_(Cherrywood_Smoked_Rye)_image3.jpg,https://untappd.com/b/fixation-brewing-co-the-all-american-cherrywood-smoked-rye/3227451,6.8% ABV,N/A IBU,"Taste of America wrapped up in 6.8% of awesomeness. All imported US malt including rye + Cherrywood smoked pale provides subtle spice and woody smoke sweetness, which is backed up truckloads of 2 of our favourite hops (Simcoe & Centennial). ",3.71,
Big Shed Brewing Concern,Hefe's Robe Red Wheat By Bender - Brewers Series #2,Hefes_Robe_Red_Wheat_By_Bender_-_Brewers_Series_2_image1.jpg,https://untappd.com/b/big-shed-brewing-concern-brewers-series-2-hefe-s-robe-by-bender/2392113,5% ABV,20 IBU,"The second release in the limited run Brewers Series from Big Shed is a Hoppy Red Wheat crafted by Been ""Bender"" Johnson. You have never seen a man so proud as the bottling day of this awesome little wheat. ",3.48,
Big Shed Brewing Concern,Hefe's Robe Red Wheat By Bender - Brewers Series #2,Hefes_Robe_Red_Wheat_By_Bender_-_Brewers_Series_2_image2.jpg,https://untappd.com/b/big-shed-brewing-concern-brewers-series-2-hefe-s-robe-by-bender/2392113,5% ABV,20 IBU,"The second release in the limited run Brewers Series from Big Shed is a Hoppy Red Wheat crafted by Been ""Bender"" Johnson. You have never seen a man so proud as the bottling day of this awesome little wheat. ",3.48,
Big Shed Brewing Concern,Hefe's Robe Red Wheat By Bender - Brewers Series #2,Hefes_Robe_Red_Wheat_By_Bender_-_Brewers_Series_2_image3.jpg,https://untappd.com/b/big-shed-brewing-concern-brewers-series-2-hefe-s-robe-by-bender/2392113,5% ABV,20 IBU,"The second release in the limited run Brewers Series from Big Shed is a Hoppy Red Wheat crafted by Been ""Bender"" Johnson. You have never seen a man so proud as the bottling day of this awesome little wheat. ",3.48,
Ekim Brewing Co.,Bourbon Spiked Porter,Bourbon_Spiked_Porter_image1.jpg,https://untappd.com/b/ekim-brewing-co-bourbon-spiked-porter/3049374,7% ABV,N/A IBU, ,,
Ekim Brewing Co.,Bourbon Spiked Porter,Bourbon_Spiked_Porter_image2.jpg,https://untappd.com/b/ekim-brewing-co-bourbon-spiked-porter/3049374,7% ABV,N/A IBU, ,,
Ekim Brewing Co.,Bourbon Spiked Porter,Bourbon_Spiked_Porter_image3.jpg,https://untappd.com/b/ekim-brewing-co-bourbon-spiked-porter/3049374,7% ABV,N/A IBU, ,,
Bacchus Brewing Co.,Salted Caramel Imperial Porter,Salted_Caramel_Imperial_Porter_image1.jpg,https://untappd.com/b/bacchus-brewing-co-salted-caramel-imperial-porter/1988304,8.8% ABV,N/A IBU,"Rich & luscious on the nose & palate. Made with Blackstrap Molasses, the sweet, dark caramel flavours marry beautifully with the bitter Robust Porter base, while the salt accentuates the long & delicious finish. ",4.1,
Bacchus Brewing Co.,Salted Caramel Imperial Porter,Salted_Caramel_Imperial_Porter_image2.jpg,https://untappd.com/b/bacchus-brewing-co-salted-caramel-imperial-porter/1988304,8.8% ABV,N/A IBU,"Rich & luscious on the nose & palate. Made with Blackstrap Molasses, the sweet, dark caramel flavours marry beautifully with the bitter Robust Porter base, while the salt accentuates the long & delicious finish. ",4.1,
Bacchus Brewing Co.,Salted Caramel Imperial Porter,Salted_Caramel_Imperial_Porter_image3.jpg,https://untappd.com/b/bacchus-brewing-co-salted-caramel-imperial-porter/1988304,8.8% ABV,N/A IBU,"Rich & luscious on the nose & palate. Made with Blackstrap Molasses, the sweet, dark caramel flavours marry beautifully with the bitter Robust Porter base, while the salt accentuates the long & delicious finish. ",4.1,
White Lies Brewing,Arnold Schwartzbier,Arnold_Schwartzbier_image1.jpg,https://untappd.com/b/white-lies-brewing-arnold-schwartzbier/1924428,4.5% ABV,N/A IBU, ,3.91,
White Lies Brewing,Arnold Schwartzbier,Arnold_Schwartzbier_image2.jpg,https://untappd.com/b/white-lies-brewing-arnold-schwartzbier/1924428,4.5% ABV,N/A IBU, ,3.91,
White Lies Brewing,Arnold Schwartzbier,Arnold_Schwartzbier_image3.jpg,https://untappd.com/b/white-lies-brewing-arnold-schwartzbier/1924428,4.5% ABV,N/A IBU, ,3.91,
Black Hops Brewing,Covert Red,Covert_Red_image1.jpg,https://untappd.com/b/black-hops-brewing-covert-red/2874191,5.3% ABV,45 IBU, ,3.89,
Black Hops Brewing,Covert Red,Covert_Red_image2.jpg,https://untappd.com/b/black-hops-brewing-covert-red/2874191,5.3% ABV,45 IBU, ,3.89,
Black Hops Brewing,Covert Red,Covert_Red_image3.jpg,https://untappd.com/b/black-hops-brewing-covert-red/2874191,5.3% ABV,45 IBU, ,3.89,
Pirate Life Brewing,Roché,Roch_image1.jpg,https://untappd.com/b/pirate-life-brewing-roche/3203759,7.6% ABV,7 IBU,**Nut and Milk Products,4.08,
Pirate Life Brewing,Roché,Roch_image2.jpg,https://untappd.com/b/pirate-life-brewing-roche/3203759,7.6% ABV,7 IBU,**Nut and Milk Products,4.08,
Pirate Life Brewing,Roché,Roch_image3.jpg,https://untappd.com/b/pirate-life-brewing-roche/3203759,7.6% ABV,7 IBU,**Nut and Milk Products,4.08,
Feral Brewing Company,Phunk'n Cat,Phunkn_Cat_image1.jpg,https://untappd.com/b/feral-brewing-company-phunk-n-cat/1539177,7.9% ABV,46 IBU,"Saccharomyces (beer yeast) is what we refer to as the “dog” of the brewhouse, it will do as we please and behave just as planned.",3.7,
Feral Brewing Company,Phunk'n Cat,Phunkn_Cat_image2.jpg,https://untappd.com/b/feral-brewing-company-phunk-n-cat/1539177,7.9% ABV,46 IBU,"Saccharomyces (beer yeast) is what we refer to as the “dog” of the brewhouse, it will do as we please and behave just as planned.",3.7,
Feral Brewing Company,Phunk'n Cat,Phunkn_Cat_image3.jpg,https://untappd.com/b/feral-brewing-company-phunk-n-cat/1539177,7.9% ABV,46 IBU,"Saccharomyces (beer yeast) is what we refer to as the “dog” of the brewhouse, it will do as we please and behave just as planned.",3.7,
Innate Brewers,Renegade Red IPA - 2019 Autumn Seasonal,Renegade_Red_IPA_-_2019_Autumn_Seasonal_image1.jpg,https://untappd.com/b/innate-brewers-renegade-red-ipa-2019-autumn-seasonal/3120892,6.8% ABV,65 IBU,"As the summer heat breaks the Red IPA style finds its place, where the depth and flavour of malt fills the palate and the vibrant hop aroma lifts the mood! Enough of the romanticism, caramel and biscuit malt flavours combine with a medley of pine, passionfruit and orange hop characters, balanced by a bitterness that keeps it all in check and keeps you coming back. ",4.01,
Innate Brewers,Renegade Red IPA - 2019 Autumn Seasonal,Renegade_Red_IPA_-_2019_Autumn_Seasonal_image2.jpg,https://untappd.com/b/innate-brewers-renegade-red-ipa-2019-autumn-seasonal/3120892,6.8% ABV,65 IBU,"As the summer heat breaks the Red IPA style finds its place, where the depth and flavour of malt fills the palate and the vibrant hop aroma lifts the mood! Enough of the romanticism, caramel and biscuit malt flavours combine with a medley of pine, passionfruit and orange hop characters, balanced by a bitterness that keeps it all in check and keeps you coming back. ",4.01,
Innate Brewers,Renegade Red IPA - 2019 Autumn Seasonal,Renegade_Red_IPA_-_2019_Autumn_Seasonal_image3.jpg,https://untappd.com/b/innate-brewers-renegade-red-ipa-2019-autumn-seasonal/3120892,6.8% ABV,65 IBU,"As the summer heat breaks the Red IPA style finds its place, where the depth and flavour of malt fills the palate and the vibrant hop aroma lifts the mood! Enough of the romanticism, caramel and biscuit malt flavours combine with a medley of pine, passionfruit and orange hop characters, balanced by a bitterness that keeps it all in check and keeps you coming back. ",4.01,
Balter Brewing Company,Stars & Stripes,Stars__Stripes_image1.jpg,https://untappd.com/b/balter-brewing-company-stars-and-stripes/2923526,7% ABV,25 IBU,"Dried apricots citrus and candied walnuts on the nose. Cantaloupe, citrus and a nutty sweet malt on the palate finishing dry and clean. At 7.0% ABV and jammed full of American hops Stars and Stripes is a flavour explosion that lives up to the bigness of it's USA heritage! ",3.84,
Balter Brewing Company,Stars & Stripes,Stars__Stripes_image2.jpg,https://untappd.com/b/balter-brewing-company-stars-and-stripes/2923526,7% ABV,25 IBU,"Dried apricots citrus and candied walnuts on the nose. Cantaloupe, citrus and a nutty sweet malt on the palate finishing dry and clean. At 7.0% ABV and jammed full of American hops Stars and Stripes is a flavour explosion that lives up to the bigness of it's USA heritage! ",3.84,
